 Resolving package versions...
 Installed Requires ──────────────────── v0.5.2
 Installed NaNMath ───────────────────── v0.3.3
 Installed ColorTypes ────────────────── v0.8.0
 Installed CommonSubexpressions ──────── v0.2.0
 Installed BinaryProvider ────────────── v0.5.8
 Installed DocStringExtensions ───────── v0.8.1
 Installed Catlab ────────────────────── v0.3.0
 Installed IteratorInterfaceExtensions ─ v1.0.0
 Installed InvertedIndices ───────────── v1.0.0
 Installed Inflate ───────────────────── v0.1.1
 Installed DiffEqDiffTools ───────────── v1.4.0
 Installed Arpack ────────────────────── v0.3.1
 Installed RecursiveArrayTools ───────── v1.0.2
 Installed GLM ───────────────────────── v1.3.4
 Installed DiffRules ─────────────────── v0.1.0
 Installed ArrayInterface ────────────── v1.2.1
 Installed RecipesBase ───────────────── v0.7.0
 Installed Parsers ───────────────────── v0.3.10
 Installed DiffEqNoiseProcess ────────── v3.3.1
 Installed BandedMatrices ────────────── v0.13.0
 Installed AutoHashEquals ────────────── v0.2.0
 Installed LightXML ──────────────────── v0.8.1
 Installed ModelingToolkit ───────────── v0.6.4
 Installed FixedPointNumbers ─────────── v0.6.1
 Installed Petri ─────────────────────── v0.1.2
 Installed DataStructures ────────────── v0.17.6
 Installed FilePathsBase ─────────────── v0.7.0
 Installed Contour ───────────────────── v0.5.1
 Installed FunctionWrappers ──────────── v1.0.0
 Installed NameResolution ────────────── v0.1.3
 Installed Adapt ─────────────────────── v1.0.0
 Installed MacroTools ────────────────── v0.5.2
 Installed NLsolve ───────────────────── v4.2.0
 Installed Cassette ──────────────────── v0.2.6
 Installed Reexport ──────────────────── v0.2.0
 Installed JuliaVariables ────────────── v0.2.0
 Installed VertexSafeGraphs ──────────── v0.1.0
 Installed BinDeps ───────────────────── v0.8.10
 Installed SpecialFunctions ──────────── v0.8.0
 Installed Showoff ───────────────────── v0.3.1
 Installed Unitful ───────────────────── v0.17.0
 Installed DataValueInterfaces ───────── v1.0.0
 Installed JSON ──────────────────────── v0.21.0
 Installed TreeViews ─────────────────── v0.3.0
 Installed DataAPI ───────────────────── v1.1.0
 Installed DataFramesMeta ────────────── v0.5.0
 Installed UnionFind ─────────────────── v0.1.0
 Installed Distributions ─────────────── v0.21.8
 Installed MetaGraphs ────────────────── v0.6.4
 Installed PDMats ────────────────────── v0.9.10
 Installed StochasticDiffEq ──────────── v6.13.0
 Installed Roots ─────────────────────── v0.8.3
 Installed GeometryTypes ─────────────── v0.7.6
 Installed Latexify ──────────────────── v0.12.2
 Installed GraphDataFrameBridge ──────── v0.2.1
 Installed Distances ─────────────────── v0.8.2
 Installed GeneralizedGenerated ──────── v0.2.0
 Installed PlotUtils ─────────────────── v0.6.1
 Installed LazyArrays ────────────────── v0.12.3
 Installed DiffEqBase ────────────────── v6.6.0
 Installed ResettableStacks ──────────── v0.6.0
 Installed StaticArrays ──────────────── v0.11.1
 Installed URIParser ─────────────────── v0.4.0
 Installed FFMPEG ────────────────────── v0.2.3
 Installed IterativeSolvers ──────────── v0.8.1
 Installed DataFrames ────────────────── v0.19.4
 Installed ArnoldiMethod ─────────────── v0.0.4
 Installed DiffResults ───────────────── v0.0.4
 Installed Colors ────────────────────── v0.9.6
 Installed PrettyPrint ───────────────── v0.1.0
 Installed LineSearches ──────────────── v7.0.1
 Installed CanonicalTraits ───────────── v0.1.0
 Installed MatrixFactorizations ──────── v0.2.0
